id,x,y,z,timestamp
450,0.49,0.12,-0.18,2025-09-26T18:30:25.391427
451,0.49,0.12,-0.24,2025-09-26T18:30:25.408136
452,0.55,0.06,-0.24,2025-09-26T18:30:25.737335
453,0.49,0.18,-0.24,2025-09-26T18:30:25.739940
454,0.55,0.12,-0.24,2025-09-26T18:30:26.070960
455,0.55,0.06,-0.24,2025-09-26T18:30:26.371980
456,0.55,0.06,-0.24,2025-09-26T18:30:26.376098
457,0.55,0.06,-0.24,2025-09-26T18:30:26.628441
458,0.55,0.06,-0.24,2025-09-26T18:30:26.937493
459,0.55,0.12,-0.24,2025-09-26T18:30:26.942329
460,0.55,0.12,-0.24,2025-09-26T18:30:27.294581
461,0.49,0.12,-0.24,2025-09-26T18:30:27.634501
462,0.55,0.06,-0.24,2025-09-26T18:30:27.636856
463,0.55,0.12,-0.24,2025-09-26T18:30:27.925215
464,0.49,0.12,-0.24,2025-09-26T18:30:28.162959
465,0.55,0.12,-0.31,2025-09-26T18:30:28.167407
466,0.55,0.06,-0.24,2025-09-26T18:30:28.522804
467,0.55,0.06,-0.18,2025-09-26T18:30:28.780949
468,0.55,0.06,-0.24,2025-09-26T18:30:28.782574
469,0.55,0.06,-0.24,2025-09-26T18:30:29.086904
470,0.55,0.06,-0.24,2025-09-26T18:30:29.443912
471,0.55,0.12,-0.24,2025-09-26T18:30:29.448972
472,0.55,0.12,-0.24,2025-09-26T18:30:29.750052
473,0.55,0.12,-0.24,2025-09-26T18:30:30.159181
474,0.49,0.12,-0.18,2025-09-26T18:30:30.161283
475,0.55,0.12,-0.24,2025-09-26T18:30:30.317038
476,0.55,0.12,-0.18,2025-09-26T18:30:30.621455
477,0.49,0.12,-0.24,2025-09-26T18:30:30.624952
478,0.55,0.12,-0.24,2025-09-26T18:30:30.928996
479,0.49,0.06,-0.24,2025-09-26T18:30:31.237505
480,0.49,0.12,-0.24,2025-09-26T18:30:31.240313
481,0.55,0.12,-0.24,2025-09-26T18:30:31.594217
482,0.49,0.12,-0.24,2025-09-26T18:30:31.905592
483,0.49,0.12,-0.18,2025-09-26T18:30:31.908711
484,0.55,0.06,-0.24,2025-09-26T18:30:32.208213
485,0.55,0.12,-0.24,2025-09-26T18:30:32.515044
486,0.55,0.06,-0.24,2025-09-26T18:30:32.518160
487,0.49,0.12,-0.18,2025-09-26T18:30:32.821587
488,0.55,0.12,-0.24,2025-09-26T18:30:33.129391
489,0.55,0.12,-0.24,2025-09-26T18:30:33.132731
490,0.49,0.12,-0.24,2025-09-26T18:30:33.436253
491,0.55,0.12,-0.24,2025-09-26T18:30:33.745720
492,0.55,0.12,-0.24,2025-09-26T18:30:33.748648
493,0.55,0.12,-0.24,2025-09-26T18:30:34.054121
494,0.55,0.12,-0.24,2025-09-26T18:30:34.358107
495,0.55,0.12,-0.24,2025-09-26T18:30:34.361437
496,0.55,0.12,-0.24,2025-09-26T18:30:34.666009
497,0.55,0.12,-0.24,2025-09-26T18:30:34.972584
498,0.55,0.06,-0.24,2025-09-26T18:30:34.975368
499,0.49,0.06,-0.24,2025-09-26T18:30:35.279459
500,0.55,0.12,-0.24,2025-09-26T18:30:35.538743
501,0.55,0.06,-0.18,2025-09-26T18:30:35.542242
502,0.55,0.12,-0.24,2025-09-26T18:30:35.894201
503,0.55,0.12,-0.24,2025-09-26T18:30:36.201158
504,0.49,0.06,-0.18,2025-09-26T18:30:36.204107
505,0.55,0.06,-0.24,2025-09-26T18:30:36.508318
506,0.55,0.12,-0.31,2025-09-26T18:30:36.816026
507,0.55,0.12,-0.24,2025-09-26T18:30:36.818985
508,0.55,0.06,-0.24,2025-09-26T18:30:37.123432
509,0.55,0.12,-0.24,2025-09-26T18:30:37.380633
510,0.55,0.12,-0.24,2025-09-26T18:30:37.383498
511,0.55,0.06,-0.24,2025-09-26T18:30:37.737647
512,0.55,0.06,-0.24,2025-09-26T18:30:38.044275
513,0.55,0.12,-0.24,2025-09-26T18:30:38.047671
514,0.55,0.12,-0.24,2025-09-26T18:30:38.352096
515,0.55,0.06,-0.24,2025-09-26T18:30:38.608882
516,0.55,0.12,-0.24,2025-09-26T18:30:38.612224
517,0.49,0.06,-0.24,2025-09-26T18:30:38.916466
518,0.55,0.06,-0.24,2025-09-26T18:30:39.223085
519,0.55,0.06,-0.24,2025-09-26T18:30:39.225814
520,0.49,0.06,-0.24,2025-09-26T18:30:39.530986
521,0.55,0.12,-0.24,2025-09-26T18:30:39.930899
522,0.55,0.12,-0.24,2025-09-26T18:30:39.934977
523,0.49,0.12,-0.24,2025-09-26T18:30:40.249075
524,0.55,0.06,-0.24,2025-09-26T18:30:40.251151
525,0.49,0.12,-0.24,2025-09-26T18:30:40.778973
526,0.55,0.12,-0.24,2025-09-26T18:30:40.965736
527,0.55,0.12,-0.24,2025-09-26T18:30:40.968863
528,0.49,0.12,-0.24,2025-09-26T18:30:41.272561
529,0.55,0.12,-0.24,2025-09-26T18:30:41.276697
530,0.55,0.06,-0.24,2025-09-26T18:30:41.628901
531,0.55,0.12,-0.24,2025-09-26T18:30:41.936535
532,0.49,0.12,-0.24,2025-09-26T18:30:41.940765
533,0.49,0.12,-0.24,2025-09-26T18:30:42.246267
534,0.55,0.12,-0.24,2025-09-26T18:30:42.553304
535,0.55,0.12,-0.24,2025-09-26T18:30:42.558744
536,0.55,0.12,-0.24,2025-09-26T18:30:42.856750
537,0.55,0.12,-0.24,2025-09-26T18:30:42.859336
538,0.55,0.12,-0.24,2025-09-26T18:30:43.356234
539,0.55,0.12,-0.24,2025-09-26T18:30:43.436628
540,0.55,0.12,-0.24,2025-09-26T18:30:43.444066
541,0.55,0.12,-0.24,2025-09-26T18:30:43.737037
542,0.49,0.06,-0.24,2025-09-26T18:30:44.039400
543,0.55,0.06,-0.24,2025-09-26T18:30:44.041567
544,0.55,0.12,-0.24,2025-09-26T18:30:44.497684
545,0.55,0.12,-0.24,2025-09-26T18:30:44.651911
546,0.55,0.12,-0.24,2025-09-26T18:30:44.658510
547,0.55,0.12,-0.24,2025-09-26T18:30:44.957932
548,0.55,0.06,-0.24,2025-09-26T18:30:45.417769
549,0.55,0.12,-0.24,2025-09-26T18:30:45.421552
550,0.55,0.12,-0.24,2025-09-26T18:30:45.572875
551,0.55,0.12,-0.18,2025-09-26T18:30:45.879933
552,0.49,0.06,-0.31,2025-09-26T18:30:45.883081
553,0.55,0.06,-0.18,2025-09-26T18:30:46.340911
554,0.55,0.12,-0.24,2025-09-26T18:30:46.494202
555,0.55,0.12,-0.24,2025-09-26T18:30:46.851503
556,0.55,0.12,-0.24,2025-09-26T18:30:46.857744
557,0.55,0.12,-0.24,2025-09-26T18:30:47.160673
558,0.55,0.06,-0.24,2025-09-26T18:30:47.165694
559,0.55,0.12,-0.24,2025-09-26T18:30:47.417730
560,0.55,0.12,-0.24,2025-09-26T18:30:47.773750
561,0.55,0.12,-0.24,2025-09-26T18:30:48.082838
562,0.55,0.06,-0.24,2025-09-26T18:30:48.086947
563,0.55,0.12,-0.24,2025-09-26T18:30:48.387458
564,0.55,0.12,-0.24,2025-09-26T18:30:48.696570
565,0.55,0.12,-0.24,2025-09-26T18:30:48.701431
566,0.55,0.06,-0.24,2025-09-26T18:30:49.001805
567,0.55,0.12,-0.24,2025-09-26T18:30:49.005670
568,0.49,0.12,-0.24,2025-09-26T18:30:49.313378
569,0.55,0.12,-0.24,2025-09-26T18:30:49.634968
570,0.55,0.12,-0.24,2025-09-26T18:30:49.646138
571,0.55,0.12,-0.24,2025-09-26T18:30:49.923043
572,0.55,0.12,-0.24,2025-09-26T18:30:50.180218
573,0.55,0.06,-0.24,2025-09-26T18:30:50.181815
574,0.55,0.12,-0.24,2025-09-26T18:30:50.488014
575,0.55,0.12,-0.24,2025-09-26T18:30:50.844372
576,0.55,0.06,-0.24,2025-09-26T18:30:50.846912
577,0.49,0.12,-0.24,2025-09-26T18:30:51.156198
578,0.55,0.06,-0.24,2025-09-26T18:30:51.460656
579,0.55,0.12,-0.24,2025-09-26T18:30:51.463456
580,0.55,0.12,-0.24,2025-09-26T18:30:51.767560
581,0.55,0.06,-0.24,2025-09-26T18:30:52.074477
582,0.55,0.12,-0.24,2025-09-26T18:30:52.082342
583,0.49,0.12,-0.24,2025-09-26T18:30:52.333705
584,0.55,0.12,-0.24,2025-09-26T18:30:52.688193
585,0.55,0.12,-0.24,2025-09-26T18:30:52.698536
586,0.55,0.12,-0.24,2025-09-26T18:30:52.994429
587,0.55,0.12,-0.18,2025-09-26T18:30:53.302931
588,0.55,0.06,-0.24,2025-09-26T18:30:53.308828
589,0.49,0.06,-0.24,2025-09-26T18:30:53.609914
590,0.49,0.06,-0.24,2025-09-26T18:30:53.916922
591,0.55,0.06,-0.24,2025-09-26T18:30:53.924700
592,0.49,0.12,-0.24,2025-09-26T18:30:54.224525
593,0.55,0.06,-0.24,2025-09-26T18:30:54.531066
594,0.55,0.06,-0.24,2025-09-26T18:30:54.534306
595,0.55,0.06,-0.24,2025-09-26T18:30:54.805826
596,0.49,0.06,-0.24,2025-09-26T18:30:55.079723
597,0.55,0.06,-0.24,2025-09-26T18:30:55.497170
598,0.49,0.06,-0.24,2025-09-26T18:30:55.498622
599,0.49,0.12,-0.24,2025-09-26T18:30:55.916382
600,0.55,0.12,-0.24,2025-09-26T18:30:55.921602
601,0.55,0.06,-0.24,2025-09-26T18:30:56.272215
602,0.61,0.06,-0.24,2025-09-26T18:30:56.276360
603,0.55,0.12,-0.24,2025-09-26T18:30:56.529933
604,0.55,0.06,-0.24,2025-09-26T18:30:56.532803
605,0.49,0.12,-0.24,2025-09-26T18:30:56.836172
606,0.55,0.12,-0.24,2025-09-26T18:30:57.147536
607,0.55,0.12,-0.24,2025-09-26T18:30:57.150917
608,0.55,0.06,-0.31,2025-09-26T18:30:57.452205
609,0.49,0.18,-0.24,2025-09-26T18:30:57.760594
610,0.49,0.12,-0.24,2025-09-26T18:30:57.769714
611,0.55,0.06,-0.24,2025-09-26T18:30:58.115031
612,0.49,0.06,-0.24,2025-09-26T18:30:58.373348
613,0.55,0.12,-0.24,2025-09-26T18:30:58.375624
614,0.55,0.12,-0.24,2025-09-26T18:30:58.680465
615,0.55,0.06,-0.24,2025-09-26T18:30:58.986857
616,0.55,0.12,-0.24,2025-09-26T18:30:58.990097
617,0.55,0.12,-0.24,2025-09-26T18:30:59.292889
618,0.55,0.12,-0.24,2025-09-26T18:30:59.600862
619,0.55,0.06,-0.18,2025-09-26T18:30:59.603517
620,0.55,0.12,-0.24,2025-09-26T18:30:59.908090
621,0.49,0.12,-0.24,2025-09-26T18:31:00.215822
622,0.55,0.06,-0.24,2025-09-26T18:31:00.218916
623,0.55,0.12,-0.24,2025-09-26T18:31:00.574878
624,0.55,0.12,-0.24,2025-09-26T18:31:00.830819
625,0.55,0.06,-0.24,2025-09-26T18:31:00.833347
626,0.55,0.12,-0.24,2025-09-26T18:31:01.136402
627,0.49,0.12,-0.24,2025-09-26T18:31:01.448978
628,0.55,0.12,-0.24,2025-09-26T18:31:01.452723
629,0.49,0.12,-0.18,2025-09-26T18:31:01.800892
630,0.49,0.12,-0.24,2025-09-26T18:31:02.109668
631,0.55,0.12,-0.24,2025-09-26T18:31:02.115135
632,0.55,0.06,-0.24,2025-09-26T18:31:02.418045
633,0.49,0.12,-0.24,2025-09-26T18:31:02.674185
634,0.55,0.12,-0.31,2025-09-26T18:31:02.676222
635,0.55,0.12,-0.24,2025-09-26T18:31:03.030367
636,0.55,0.12,-0.24,2025-09-26T18:31:03.337448
637,0.55,0.06,-0.24,2025-09-26T18:31:03.339143
638,0.49,0.12,-0.24,2025-09-26T18:31:03.646398
639,0.55,0.06,-0.24,2025-09-26T18:31:03.903656
640,0.55,0.12,-0.24,2025-09-26T18:31:03.905428
641,0.55,0.12,-0.24,2025-09-26T18:31:04.212215
642,0.49,0.12,-0.24,2025-09-26T18:31:04.566135
643,0.55,0.12,-0.24,2025-09-26T18:31:04.568362
644,0.55,0.12,-0.24,2025-09-26T18:31:04.873055
645,0.55,0.06,-0.24,2025-09-26T18:31:05.130536
646,0.55,0.12,-0.24,2025-09-26T18:31:05.132389
647,0.55,0.12,-0.24,2025-09-26T18:31:05.488215
648,0.55,0.06,-0.24,2025-09-26T18:31:05.775972
649,0.55,0.06,-0.24,2025-09-26T18:31:05.780180
650,0.49,0.12,-0.24,2025-09-26T18:31:06.102472
651,0.55,0.12,-0.24,2025-09-26T18:31:06.409549
652,0.49,0.12,-0.31,2025-09-26T18:31:06.411951
653,0.61,0.06,-0.24,2025-09-26T18:31:06.666131
654,0.55,0.06,-0.24,2025-09-26T18:31:07.024986
655,0.55,0.06,-0.24,2025-09-26T18:31:07.027631
656,0.49,0.12,-0.24,2025-09-26T18:31:07.330534
657,0.55,0.12,-0.24,2025-09-26T18:31:07.589304
658,0.55,0.12,-0.24,2025-09-26T18:31:07.591319
659,0.55,0.12,-0.24,2025-09-26T18:31:07.945313
660,0.55,0.12,-0.31,2025-09-26T18:31:08.252398
661,0.55,0.12,-0.24,2025-09-26T18:31:08.255712
662,0.55,0.12,-0.24,2025-09-26T18:31:08.561542
663,0.55,0.12,-0.24,2025-09-26T18:31:08.866850
664,0.49,0.12,-0.24,2025-09-26T18:31:08.869679
665,0.49,0.12,-0.24,2025-09-26T18:31:09.220297
666,0.49,0.06,-0.24,2025-09-26T18:31:09.536441
667,0.55,0.12,-0.24,2025-09-26T18:31:09.558178
668,0.49,0.12,-0.31,2025-09-26T18:31:09.748046
669,0.55,0.06,-0.24,2025-09-26T18:31:10.124918
670,0.55,0.12,-0.24,2025-09-26T18:31:10.370848
671,0.55,0.12,-0.24,2025-09-26T18:31:10.380695
672,0.55,0.12,-0.24,2025-09-26T18:31:10.702503
673,0.49,0.12,-0.24,2025-09-26T18:31:11.132515
674,0.55,0.12,-0.24,2025-09-26T18:31:11.138554
675,0.55,0.06,-0.24,2025-09-26T18:31:11.441036
676,0.55,0.12,-0.24,2025-09-26T18:31:11.458228
677,0.55,0.12,-0.24,2025-09-26T18:31:11.733869
678,0.49,0.12,-0.24,2025-09-26T18:31:11.740928
679,0.55,0.12,-0.24,2025-09-26T18:31:12.064468
680,0.55,0.12,-0.24,2025-09-26T18:31:12.336788
681,0.55,0.12,-0.24,2025-09-26T18:31:12.350320
682,0.49,0.12,-0.24,2025-09-26T18:31:12.604840
683,0.55,0.12,-0.24,2025-09-26T18:31:12.963023
684,0.55,0.06,-0.24,2025-09-26T18:31:12.965319
685,0.55,0.12,-0.24,2025-09-26T18:31:13.270664
686,0.55,0.06,-0.24,2025-09-26T18:31:13.526844
687,0.55,0.06,-0.24,2025-09-26T18:31:13.540718
688,0.55,0.12,-0.24,2025-09-26T18:31:13.835771
689,0.55,0.12,-0.24,2025-09-26T18:31:14.144982
690,0.55,0.12,-0.24,2025-09-26T18:31:14.158435
691,0.49,0.12,-0.24,2025-09-26T18:31:14.498758
692,0.55,0.06,-0.18,2025-09-26T18:31:14.806312
693,0.55,0.06,-0.24,2025-09-26T18:31:14.809127
694,0.55,0.06,-0.24,2025-09-26T18:31:15.113255
695,0.49,0.12,-0.24,2025-09-26T18:31:15.420624
696,0.55,0.12,-0.18,2025-09-26T18:31:15.423343
697,0.55,0.12,-0.24,2025-09-26T18:31:15.679664
698,0.55,0.12,-0.24,2025-09-26T18:31:16.036075
699,0.55,0.12,-0.24,2025-09-26T18:31:16.039076
700,0.55,0.12,-0.24,2025-09-26T18:31:16.340951
701,0.49,0.12,-0.24,2025-09-26T18:31:16.651152
702,0.55,0.12,-0.24,2025-09-26T18:31:16.657122
