x,y,z,timestamp
0.55,0.06,-0.24,2025-09-26 17:15:25.546
0.61,0.12,-0.24,2025-09-26 17:15:25.655
0.49,0.12,-0.18,2025-09-26 17:15:25.686
0.55,0.12,-0.24,2025-09-26 17:15:25.911
0.55,0.06,-0.24,2025-09-26 17:15:25.935
0.55,0.12,-0.24,2025-09-26 17:15:26.272
0.55,0.12,-0.24,2025-09-26 17:15:26.300
0.55,0.06,-0.24,2025-09-26 17:15:26.533
0.37,0.06,-0.18,2025-09-26 17:15:26.832
0.49,0.12,-0.18,2025-09-26 17:15:26.859
0.55,0.12,-0.24,2025-09-26 17:15:27.226
0.55,0.12,-0.24,2025-09-26 17:15:27.496
0.55,0.06,-0.24,2025-09-26 17:15:27.538
0.49,0.06,-0.18,2025-09-26 17:15:28.675
0.49,0.12,-0.24,2025-09-26 17:15:28.908
0.55,0.12,-0.24,2025-09-26 17:15:28.956
0.55,0.06,-0.18,2025-09-26 17:15:28.989
0.55,0.12,-0.24,2025-09-26 17:15:29.026
0.55,0.06,-0.24,2025-09-26 17:15:29.093
0.55,0.06,-0.24,2025-09-26 17:15:29.120
0.37,0.06,-0.24,2025-09-26 17:15:29.146
0.55,0.12,-0.24,2025-09-26 17:15:29.473
0.55,0.12,-0.24,2025-09-26 17:15:29.703
0.55,0.12,-0.18,2025-09-26 17:15:29.760
0.55,0.06,-0.24,2025-09-26 17:15:30.012
0.61,0.06,-0.24,2025-09-26 17:15:30.363
0.55,0.06,-0.24,2025-09-26 17:15:30.387
0.55,0.06,-0.24,2025-09-26 17:15:30.689
0.55,0.12,-0.24,2025-09-26 17:15:30.981
0.61,0.12,-0.18,2025-09-26 17:15:31.037
0.55,0.12,-0.24,2025-09-26 17:15:31.233
0.49,0.06,-0.24,2025-09-26 17:15:31.557
0.61,0.12,-0.24,2025-09-26 17:15:31.608
0.55,0.06,-0.24,2025-09-26 17:15:31.903
0.49,0.06,-0.24,2025-09-26 17:15:32.162
0.55,0.06,-0.24,2025-09-26 17:15:32.191
0.55,0.12,-0.24,2025-09-26 17:15:32.461
0.55,0.12,-0.24,2025-09-26 17:15:32.782
0.49,0.06,-0.18,2025-09-26 17:15:32.812
0.55,0.12,-0.24,2025-09-26 17:15:33.206
0.55,0.06,-0.18,2025-09-26 17:15:33.386
0.55,0.12,-0.24,2025-09-26 17:15:33.409
0.55,0.12,-0.24,2025-09-26 17:15:33.742
0.55,0.12,-0.24,2025-09-26 17:15:34.005
0.55,0.06,-0.24,2025-09-26 17:15:34.039
0.49,0.12,-0.24,2025-09-26 17:15:34.357
0.55,0.12,-0.24,2025-09-26 17:15:34.634
0.49,0.12,-0.18,2025-09-26 17:15:34.689
0.55,0.06,-0.24,2025-09-26 17:15:34.920
0.55,0.12,-0.24,2025-09-26 17:15:35.278
0.49,0.12,-0.24,2025-09-26 17:15:35.303
0.55,0.12,-0.24,2025-09-26 17:15:35.547
0.55,0.06,-0.24,2025-09-26 17:15:35.894
0.49,0.06,-0.24,2025-09-26 17:15:35.940
0.49,0.06,-0.24,2025-09-26 17:15:36.226
0.55,0.12,-0.18,2025-09-26 17:15:36.463
0.55,0.06,-0.24,2025-09-26 17:15:36.536
0.55,0.12,-0.24,2025-09-26 17:15:36.814
0.55,0.12,-0.24,2025-09-26 17:15:37.133
0.55,0.12,-0.24,2025-09-26 17:15:37.206
0.55,0.12,-0.18,2025-09-26 17:15:37.383
0.55,0.06,-0.24,2025-09-26 17:15:37.736
0.55,0.06,-0.24,2025-09-26 17:15:37.783
0.55,0.12,-0.24,2025-09-26 17:15:38.027
0.55,0.12,-0.18,2025-09-26 17:15:38.373
0.55,0.12,-0.24,2025-09-26 17:15:38.405
0.55,0.12,-0.24,2025-09-26 17:15:38.631
0.55,0.12,-0.24,2025-09-26 17:15:38.919
0.55,0.12,-0.18,2025-09-26 17:15:38.948
0.55,0.06,-0.24,2025-09-26 17:15:39.279
0.55,0.12,-0.24,2025-09-26 17:15:39.584
0.49,0.12,-0.18,2025-09-26 17:15:39.674
0.55,0.12,-0.18,2025-09-26 17:15:39.828
0.55,0.12,-0.24,2025-09-26 17:15:40.222
0.55,0.12,-0.24,2025-09-26 17:15:40.246
0.55,0.12,-0.24,2025-09-26 17:15:40.480
0.55,0.12,-0.24,2025-09-26 17:15:40.704
0.55,0.06,-0.24,2025-09-26 17:15:41.028
0.49,0.12,-0.24,2025-09-26 17:15:41.059
0.55,0.06,-0.24,2025-09-26 17:15:41.271
0.55,0.12,-0.18,2025-09-26 17:15:41.695
0.55,0.12,-0.24,2025-09-26 17:15:41.721
0.55,0.12,-0.24,2025-09-26 17:15:41.883
0.55,0.06,-0.24,2025-09-26 17:15:42.200
0.49,0.12,-0.24,2025-09-26 17:15:42.230
0.55,0.12,-0.24,2025-09-26 17:15:42.573
0.55,0.12,-0.18,2025-09-26 17:15:42.805
0.55,0.12,-0.18,2025-09-26 17:15:42.838
0.55,0.12,-0.24,2025-09-26 17:15:43.649
0.55,0.12,-0.24,2025-09-26 17:15:43.682
0.55,0.06,-0.18,2025-09-26 17:15:43.729
0.55,0.12,-0.24,2025-09-26 17:15:43.762
0.49,0.12,-0.24,2025-09-26 17:15:44.045
0.43,0.06,-0.18,2025-09-26 17:15:44.085
0.55,0.12,-0.24,2025-09-26 17:15:44.344
0.55,0.12,-0.24,2025-09-26 17:15:44.699
0.55,0.12,-0.18,2025-09-26 17:15:44.727
0.49,0.06,-0.24,2025-09-26 17:15:44.954
0.55,0.12,-0.24,2025-09-26 17:15:45.313
0.55,0.06,-0.24,2025-09-26 17:15:45.344
0.49,0.12,-0.18,2025-09-26 17:15:45.601
0.49,0.06,-0.24,2025-09-26 17:15:45.658
0.55,0.06,-0.24,2025-09-26 17:15:45.929
0.55,0.12,-0.18,2025-09-26 17:15:46.194
0.55,0.12,-0.24,2025-09-26 17:15:46.227
0.55,0.12,-0.24,2025-09-26 17:15:46.493
0.55,0.12,-0.18,2025-09-26 17:15:46.800
0.55,0.06,-0.24,2025-09-26 17:15:47.134
0.61,0.12,-0.24,2025-09-26 17:15:47.161
0.55,0.12,-0.24,2025-09-26 17:15:47.414
0.55,0.12,-0.24,2025-09-26 17:15:47.439
0.49,0.12,-0.24,2025-09-26 17:15:47.772
0.55,0.06,-0.24,2025-09-26 17:15:48.051
0.55,0.12,-0.24,2025-09-26 17:15:48.082
0.55,0.12,-0.24,2025-09-26 17:15:48.338
0.49,0.12,-0.24,2025-09-26 17:15:48.689
0.61,0.12,-0.24,2025-09-26 17:15:48.722
0.55,0.06,-0.24,2025-09-26 17:15:49.081
0.55,0.12,-0.24,2025-09-26 17:15:49.114
0.55,0.12,-0.24,2025-09-26 17:15:49.454
0.49,0.06,-0.24,2025-09-26 17:15:49.827
0.49,0.12,-0.24,2025-09-26 17:15:49.856
0.49,0.06,-0.24,2025-09-26 17:15:50.233
0.55,0.06,-0.24,2025-09-26 17:15:50.264
0.55,0.12,-0.24,2025-09-26 17:15:50.406
0.55,0.06,-0.24,2025-09-26 17:15:50.846
0.55,0.06,-0.24,2025-09-26 17:15:50.876
0.55,0.12,-0.18,2025-09-26 17:15:50.999
0.55,0.06,-0.24,2025-09-26 17:15:51.356
0.55,0.06,-0.24,2025-09-26 17:15:51.382
0.55,0.06,-0.24,2025-09-26 17:15:51.687
0.61,0.12,-0.24,2025-09-26 17:15:51.919
0.55,0.12,-0.18,2025-09-26 17:15:51.945
0.49,0.06,-0.24,2025-09-26 17:15:52.235
0.49,0.12,-0.18,2025-09-26 17:15:52.533
0.55,0.06,-0.18,2025-09-26 17:15:52.559
0.61,0.06,-0.24,2025-09-26 17:15:52.843
0.49,0.12,-0.24,2025-09-26 17:15:53.189
0.55,0.12,-0.18,2025-09-26 17:15:53.239
0.55,0.12,-0.24,2025-09-26 17:15:53.456
0.55,0.06,-0.24,2025-09-26 17:15:53.827
0.55,0.12,-0.24,2025-09-26 17:15:53.859
0.55,0.06,-0.18,2025-09-26 17:15:54.076
0.55,0.12,-0.24,2025-09-26 17:15:54.396
0.55,0.12,-0.24,2025-09-26 17:15:54.492
0.55,0.12,-0.24,2025-09-26 17:15:54.774
0.55,0.12,-0.24,2025-09-26 17:15:55.227
0.55,0.12,-0.24,2025-09-26 17:15:55.274
0.55,0.12,-0.24,2025-09-26 17:15:55.441
0.55,0.06,-0.24,2025-09-26 17:15:55.485
0.49,0.12,-0.24,2025-09-26 17:15:55.756
0.49,0.06,-0.18,2025-09-26 17:15:56.071
0.49,0.06,-0.18,2025-09-26 17:15:56.345
0.55,0.12,-0.24,2025-09-26 17:15:56.541
0.55,0.12,-0.24,2025-09-26 17:15:56.629
0.55,0.12,-0.18,2025-09-26 17:15:56.656
0.55,0.12,-0.24,2025-09-26 17:15:56.991
0.49,0.12,-0.24,2025-09-26 17:15:57.295
0.55,0.06,-0.18,2025-09-26 17:15:57.361
0.55,0.06,-0.24,2025-09-26 17:15:57.572
0.55,0.06,-0.24,2025-09-26 17:15:57.910
0.55,0.12,-0.24,2025-09-26 17:15:57.939
0.49,0.12,-0.24,2025-09-26 17:15:58.169
0.49,0.06,-0.24,2025-09-26 17:15:58.525
0.55,0.12,-0.24,2025-09-26 17:15:58.552
0.55,0.12,-0.24,2025-09-26 17:15:58.832
0.55,0.06,-0.24,2025-09-26 17:15:59.137
0.49,0.12,-0.24,2025-09-26 17:15:59.165
0.55,0.12,-0.24,2025-09-26 17:15:59.407
0.55,0.12,-0.24,2025-09-26 17:15:59.706
0.49,0.12,-0.24,2025-09-26 17:15:59.733
0.55,0.06,-0.24,2025-09-26 17:16:00.071
0.55,0.12,-0.24,2025-09-26 17:16:00.370
0.61,0.06,-0.24,2025-09-26 17:16:00.399
0.55,0.06,-0.24,2025-09-26 17:16:00.623
0.55,0.06,-0.24,2025-09-26 17:16:00.981
0.55,0.06,-0.24,2025-09-26 17:16:01.012
0.55,0.12,-0.24,2025-09-26 17:16:01.320
0.55,0.12,-0.24,2025-09-26 17:16:01.551
0.55,0.12,-0.18,2025-09-26 17:16:01.576
0.55,0.12,-0.24,2025-09-26 17:16:02.109
0.61,0.06,-0.24,2025-09-26 17:16:02.184
0.55,0.12,-0.24,2025-09-26 17:16:02.341
0.55,0.12,-0.24,2025-09-26 17:16:02.475
0.49,0.12,-0.18,2025-09-26 17:16:02.832
0.55,0.06,-0.24,2025-09-26 17:16:02.893
0.61,0.12,-0.24,2025-09-26 17:16:03.083
0.55,0.12,-0.18,2025-09-26 17:16:03.543
0.55,0.06,-0.24,2025-09-26 17:16:03.574
0.61,0.06,-0.18,2025-09-26 17:16:03.702
0.55,0.12,-0.24,2025-09-26 17:16:04.026
0.55,0.12,-0.24,2025-09-26 17:16:04.072
0.55,0.12,-0.24,2025-09-26 17:16:04.340
0.55,0.06,-0.24,2025-09-26 17:16:05.088
0.49,0.06,-0.24,2025-09-26 17:16:05.145
0.55,0.12,-0.18,2025-09-26 17:16:05.531
0.55,0.06,-0.24,2025-09-26 17:16:05.604
0.55,0.12,-0.24,2025-09-26 17:16:05.691
0.55,0.06,-0.24,2025-09-26 17:16:05.753
0.55,0.12,-0.24,2025-09-26 17:16:08.165
0.55,0.12,-0.24,2025-09-26 17:16:10.159
0.49,0.06,-0.24,2025-09-26 17:16:10.313
0.55,0.12,-0.24,2025-09-26 17:16:10.456
0.55,0.06,-0.24,2025-09-26 17:16:10.611
0.55,0.12,-0.24,2025-09-26 17:16:10.809
0.55,0.06,-0.24,2025-09-26 17:16:11.014
0.55,0.12,-0.24,2025-09-26 17:16:11.254
0.49,0.06,-0.24,2025-09-26 17:16:11.364
0.55,0.06,-0.24,2025-09-26 17:16:11.461
0.49,0.06,-0.24,2025-09-26 17:16:11.707
0.55,0.12,-0.24,2025-09-26 17:16:11.755
0.49,0.12,-0.24,2025-09-26 17:16:11.806
0.55,0.12,-0.24,2025-09-26 17:16:11.854
0.55,0.06,-0.24,2025-09-26 17:16:11.904
0.49,0.12,-0.24,2025-09-26 17:16:11.954
0.49,0.06,-0.24,2025-09-26 17:16:12.004
0.55,0.12,-0.24,2025-09-26 17:16:12.054
0.55,0.06,-0.24,2025-09-26 17:16:12.104
0.61,0.06,-0.24,2025-09-26 17:16:12.154
0.55,0.12,-0.24,2025-09-26 17:16:12.204
0.61,0.06,-0.18,2025-09-26 17:16:12.254
0.73,0.12,-0.24,2025-09-26 17:16:12.304
0.49,0.12,-0.24,2025-09-26 17:16:12.354
0.61,0.06,-0.24,2025-09-26 17:16:12.404
0.55,0.12,-0.24,2025-09-26 17:16:12.454
0.55,0.06,-0.24,2025-09-26 17:16:12.504
0.55,0.06,-0.24,2025-09-26 17:16:12.555
0.43,0.06,-0.24,2025-09-26 17:16:12.605
0.55,0.06,-0.18,2025-09-26 17:16:12.656
0.67,0.12,-0.24,2025-09-26 17:16:12.706
0.55,0.12,-0.24,2025-09-26 17:16:12.760
0.49,0.06,-0.18,2025-09-26 17:16:12.806
0.55,0.06,-0.24,2025-09-26 17:16:12.860
0.49,0.12,-0.18,2025-09-26 17:16:12.904
0.55,0.06,-0.24,2025-09-26 17:16:12.954
0.55,0.12,-0.24,2025-09-26 17:16:13.563
0.55,0.06,-0.24,2025-09-26 17:16:13.661
0.55,0.12,-0.24,2025-09-26 17:16:13.711
0.55,0.06,-0.18,2025-09-26 17:16:13.965
0.55,0.12,-0.24,2025-09-26 17:16:14.261
0.55,0.12,-0.24,2025-09-26 17:16:14.710
0.49,0.12,-0.24,2025-09-26 17:16:14.763
0.49,0.12,-0.18,2025-09-26 17:16:14.961
0.55,0.12,-0.24,2025-09-26 17:16:15.013
0.55,0.12,-0.24,2025-09-26 17:16:15.157
0.55,0.06,-0.24,2025-09-26 17:16:15.309
0.49,0.12,-0.24,2025-09-26 17:16:15.463
0.49,0.06,-0.24,2025-09-26 17:16:15.812
0.55,0.06,-0.18,2025-09-26 17:16:15.914
0.55,0.12,-0.24,2025-09-26 17:16:16.154
0.55,0.12,-0.18,2025-09-26 17:16:16.307
0.55,0.12,-0.24,2025-09-26 17:16:16.355
0.55,0.12,-0.24,2025-09-26 17:16:16.654
0.55,0.12,-0.24,2025-09-26 17:16:16.955
0.55,0.12,-0.24,2025-09-26 17:16:17.006
0.55,0.06,-0.18,2025-09-26 17:16:17.215
0.55,0.06,-0.24,2025-09-26 17:16:17.614
0.49,0.12,-0.24,2025-09-26 17:16:17.715
0.55,0.12,-0.24,2025-09-26 17:16:18.058
0.55,0.12,-0.24,2025-09-26 17:16:18.161
0.55,0.12,-0.24,2025-09-26 17:16:18.361
0.55,0.12,-0.24,2025-09-26 17:16:18.610
0.55,0.12,-0.24,2025-09-26 17:16:18.955
0.49,0.12,-0.24,2025-09-26 17:16:19.059
0.49,0.06,-0.18,2025-09-26 17:16:19.163
0.55,0.12,-0.24,2025-09-26 17:16:19.202
0.43,0.12,-0.18,2025-09-26 17:16:19.546
0.55,0.12,-0.24,2025-09-26 17:16:19.948
0.55,0.12,-0.24,2025-09-26 17:16:19.996
0.55,0.06,-0.24,2025-09-26 17:16:20.095
0.55,0.06,-0.24,2025-09-26 17:16:20.394
0.49,0.06,-0.24,2025-09-26 17:16:20.460
0.55,0.12,-0.24,2025-09-26 17:16:20.751
0.55,0.12,-0.18,2025-09-26 17:16:21.000
0.55,0.06,-0.24,2025-09-26 17:16:21.041
0.55,0.12,-0.24,2025-09-26 17:16:21.354
0.55,0.12,-0.24,2025-09-26 17:16:21.690
0.55,0.12,-0.24,2025-09-26 17:16:21.755
0.55,0.06,-0.24,2025-09-26 17:16:21.936
0.55,0.12,-0.24,2025-09-26 17:16:22.187
0.49,0.06,-0.24,2025-09-26 17:16:22.590
0.55,0.12,-0.24,2025-09-26 17:16:22.631
0.55,0.12,-0.24,2025-09-26 17:16:22.857
0.49,0.12,-0.24,2025-09-26 17:16:22.886
0.55,0.12,-0.24,2025-09-26 17:16:23.209
0.55,0.12,-0.24,2025-09-26 17:16:23.508
0.55,0.12,-0.24,2025-09-26 17:16:23.539
0.55,0.12,-0.24,2025-09-26 17:16:23.789
0.55,0.06,-0.24,2025-09-26 17:16:24.125
0.55,0.12,-0.24,2025-09-26 17:16:24.152
0.55,0.06,-0.18,2025-09-26 17:16:24.380
0.49,0.06,-0.24,2025-09-26 17:16:24.747
0.55,0.06,-0.24,2025-09-26 17:16:24.772
0.55,0.06,-0.24,2025-09-26 17:16:25.221
0.49,0.12,-0.24,2025-09-26 17:16:25.251
0.55,0.06,-0.24,2025-09-26 17:16:25.432
0.55,0.12,-0.24,2025-09-26 17:16:25.732
0.55,0.12,-0.24,2025-09-26 17:16:25.764
0.49,0.12,-0.24,2025-09-26 17:16:25.998
0.55,0.12,-0.24,2025-09-26 17:16:26.376
0.55,0.12,-0.24,2025-09-26 17:16:26.406
0.55,0.12,-0.24,2025-09-26 17:16:26.632
0.55,0.06,-0.24,2025-09-26 17:16:26.944
0.55,0.06,-0.24,2025-09-26 17:16:26.974
0.49,0.12,-0.24,2025-09-26 17:16:27.400
0.55,0.06,-0.24,2025-09-26 17:16:27.556
0.49,0.06,-0.24,2025-09-26 17:16:27.582
0.55,0.12,-0.24,2025-09-26 17:16:27.938
0.55,0.06,-0.24,2025-09-26 17:16:28.172
0.55,0.06,-0.24,2025-09-26 17:16:28.199
0.55,0.12,-0.24,2025-09-26 17:16:28.737
0.55,0.06,-0.24,2025-09-26 17:16:28.884
0.55,0.12,-0.24,2025-09-26 17:16:28.935
0.49,0.06,-0.24,2025-09-26 17:16:29.197
0.55,0.06,-0.24,2025-09-26 17:16:29.222
0.55,0.06,-0.24,2025-09-26 17:16:29.658
0.55,0.06,-0.18,2025-09-26 17:16:29.981
0.55,0.06,-0.24,2025-09-26 17:16:30.025
0.55,0.06,-0.24,2025-09-26 17:16:30.236
0.55,0.06,-0.24,2025-09-26 17:16:30.272
0.49,0.12,-0.24,2025-09-26 17:16:30.582
0.55,0.06,-0.24,2025-09-26 17:16:31.043
0.55,0.12,-0.24,2025-09-26 17:16:31.099
0.49,0.06,-0.24,2025-09-26 17:16:31.138
0.49,0.06,-0.24,2025-09-26 17:16:31.346
0.55,0.06,-0.24,2025-09-26 17:16:31.701
0.55,0.12,-0.24,2025-09-26 17:16:31.730
0.49,0.12,-0.24,2025-09-26 17:16:31.965
0.55,0.12,-0.24,2025-09-26 17:16:32.271
0.49,0.06,-0.24,2025-09-26 17:16:32.298
0.55,0.12,-0.24,2025-09-26 17:16:32.655
0.55,0.12,-0.24,2025-09-26 17:16:33.043
0.55,0.06,-0.24,2025-09-26 17:16:33.075
0.49,0.06,-0.24,2025-09-26 17:16:33.301
0.55,0.06,-0.18,2025-09-26 17:16:33.335
0.49,0.12,-0.24,2025-09-26 17:16:33.645
0.55,0.12,-0.24,2025-09-26 17:16:33.902
0.55,0.06,-0.24,2025-09-26 17:16:33.931
0.55,0.06,-0.24,2025-09-26 17:16:34.237
0.55,0.12,-0.24,2025-09-26 17:16:34.537
0.55,0.06,-0.24,2025-09-26 17:16:34.589
0.55,0.12,-0.18,2025-09-26 17:16:34.826
0.55,0.06,-0.18,2025-09-26 17:16:35.201
0.61,0.12,-0.31,2025-09-26 17:16:35.259
0.55,0.12,-0.24,2025-09-26 17:16:35.441
0.55,0.06,-0.24,2025-09-26 17:16:35.848
0.61,0.12,-0.18,2025-09-26 17:16:35.877
0.55,0.12,-0.24,2025-09-26 17:16:36.093
0.49,0.06,-0.24,2025-09-26 17:16:36.412
0.49,0.12,-0.18,2025-09-26 17:16:36.437
0.55,0.12,-0.18,2025-09-26 17:16:36.684
0.61,0.06,-0.24,2025-09-26 17:16:37.026
0.55,0.12,-0.24,2025-09-26 17:16:37.132
0.55,0.06,-0.24,2025-09-26 17:16:37.295
0.55,0.12,-0.24,2025-09-26 17:16:37.671
0.55,0.12,-0.24,2025-09-26 17:16:37.727
0.49,0.12,-0.24,2025-09-26 17:16:37.947
0.55,0.12,-0.24,2025-09-26 17:16:38.210
0.55,0.06,-0.24,2025-09-26 17:16:38.265
0.55,0.12,-0.24,2025-09-26 17:16:38.561
0.49,0.06,-0.24,2025-09-26 17:16:38.876
0.55,0.06,-0.18,2025-09-26 17:16:38.901
0.55,0.06,-0.24,2025-09-26 17:16:39.173
0.55,0.06,-0.24,2025-09-26 17:16:39.580
0.55,0.12,-0.24,2025-09-26 17:16:39.699
0.55,0.06,-0.18,2025-09-26 17:16:39.841
0.49,0.12,-0.24,2025-09-26 17:16:39.875
0.55,0.12,-0.24,2025-09-26 17:16:40.177
0.49,0.06,-0.18,2025-09-26 17:16:40.395
0.55,0.06,-0.24,2025-09-26 17:16:40.779
0.55,0.12,-0.24,2025-09-26 17:16:40.806
0.55,0.06,-0.24,2025-09-26 17:16:41.023
0.49,0.06,-0.24,2025-09-26 17:16:41.405
0.55,0.12,-0.24,2025-09-26 17:16:41.430
0.49,0.06,-0.24,2025-09-26 17:16:41.746
0.55,0.06,-0.24,2025-09-26 17:16:41.795
0.55,0.06,-0.18,2025-09-26 17:16:41.993
0.55,0.06,-0.24,2025-09-26 17:16:42.302
0.49,0.12,-0.24,2025-09-26 17:16:42.348
0.61,0.06,-0.24,2025-09-26 17:16:42.657
0.55,0.12,-0.24,2025-09-26 17:16:43.210
0.49,0.06,-0.24,2025-09-26 17:16:43.241
0.55,0.12,-0.24,2025-09-26 17:16:43.345
0.49,0.06,-0.24,2025-09-26 17:16:43.375
0.55,0.12,-0.24,2025-09-26 17:16:43.630
0.55,0.06,-0.18,2025-09-26 17:16:44.030
0.55,0.12,-0.24,2025-09-26 17:16:44.060
0.55,0.12,-0.24,2025-09-26 17:16:44.423
0.49,0.12,-0.24,2025-09-26 17:16:44.480
0.55,0.06,-0.24,2025-09-26 17:16:44.658
0.55,0.06,-0.24,2025-09-26 17:16:45.091
0.49,0.12,-0.24,2025-09-26 17:16:45.141
0.55,0.12,-0.24,2025-09-26 17:16:45.281
0.49,0.12,-0.24,2025-09-26 17:16:45.584
0.55,0.12,-0.24,2025-09-26 17:16:45.630
0.55,0.06,-0.18,2025-09-26 17:16:45.936
0.55,0.06,-0.24,2025-09-26 17:16:46.255
0.49,0.06,-0.24,2025-09-26 17:16:46.347
0.61,0.12,-0.24,2025-09-26 17:16:46.688
0.49,0.06,-0.24,2025-09-26 17:16:46.787
0.49,0.12,-0.24,2025-09-26 17:16:46.963
0.55,0.06,-0.24,2025-09-26 17:16:47.484
0.55,0.06,-0.24,2025-09-26 17:16:47.545
0.55,0.12,-0.24,2025-09-26 17:16:47.730
0.55,0.12,-0.24,2025-09-26 17:16:47.797
0.55,0.12,-0.24,2025-09-26 17:16:48.014
0.49,0.06,-0.24,2025-09-26 17:16:48.442
0.55,0.06,-0.18,2025-09-26 17:16:48.475
0.55,0.12,-0.31,2025-09-26 17:16:48.702
0.55,0.06,-0.24,2025-09-26 17:16:48.730
0.55,0.12,-0.24,2025-09-26 17:16:49.215
0.55,0.06,-0.24,2025-09-26 17:16:49.253
0.55,0.06,-0.24,2025-09-26 17:16:49.480
0.49,0.12,-0.24,2025-09-26 17:16:49.511
0.55,0.06,-0.24,2025-09-26 17:16:49.842
0.55,0.12,-0.24,2025-09-26 17:16:50.095
0.61,0.12,-0.24,2025-09-26 17:16:50.143
0.55,0.12,-0.24,2025-09-26 17:16:50.409
0.55,0.12,-0.24,2025-09-26 17:16:50.802
0.55,0.06,-0.24,2025-09-26 17:16:50.851
0.55,0.06,-0.24,2025-09-26 17:16:51.154
0.55,0.12,-0.24,2025-09-26 17:16:51.241
0.55,0.06,-0.24,2025-09-26 17:16:51.429
0.55,0.12,-0.24,2025-09-26 17:16:51.755
0.55,0.12,-0.24,2025-09-26 17:16:51.790
0.55,0.06,-0.24,2025-09-26 17:16:52.095
0.49,0.12,-0.24,2025-09-26 17:16:52.383
0.55,0.12,-0.24,2025-09-26 17:16:52.445
0.55,0.12,-0.24,2025-09-26 17:16:52.653
0.55,0.12,-0.24,2025-09-26 17:16:53.004
0.55,0.06,-0.24,2025-09-26 17:16:53.038
0.55,0.12,-0.18,2025-09-26 17:16:53.259
0.49,0.12,-0.18,2025-09-26 17:16:53.625
0.55,0.12,-0.24,2025-09-26 17:16:53.709
0.55,0.06,-0.24,2025-09-26 17:16:53.888
0.55,0.12,-0.24,2025-09-26 17:16:54.180
0.55,0.12,-0.24,2025-09-26 17:16:54.237
0.55,0.06,-0.24,2025-09-26 17:16:54.535
0.55,0.06,-0.24,2025-09-26 17:16:54.824
0.55,0.06,-0.24,2025-09-26 17:16:54.851
0.55,0.12,-0.24,2025-09-26 17:16:55.199
0.55,0.06,-0.24,2025-09-26 17:16:55.436
0.55,0.12,-0.24,2025-09-26 17:16:55.691
0.49,0.12,-0.24,2025-09-26 17:16:55.938
0.55,0.06,-0.24,2025-09-26 17:16:55.965
0.55,0.12,-0.24,2025-09-26 17:16:56.229
0.55,0.12,-0.24,2025-09-26 17:16:56.253
0.55,0.06,-0.24,2025-09-26 17:16:56.537
0.55,0.12,-0.24,2025-09-26 17:16:56.892
0.55,0.12,-0.24,2025-09-26 17:16:56.929
0.55,0.12,-0.24,2025-09-26 17:16:57.148
0.55,0.06,-0.24,2025-09-26 17:16:57.537
0.55,0.12,-0.24,2025-09-26 17:16:57.594
0.55,0.12,-0.24,2025-09-26 17:16:57.760
0.55,0.12,-0.24,2025-09-26 17:16:58.125
0.55,0.12,-0.24,2025-09-26 17:16:58.152
0.55,0.06,-0.24,2025-09-26 17:16:58.377
0.55,0.06,-0.24,2025-09-26 17:16:58.739
0.55,0.06,-0.24,2025-09-26 17:16:58.777
0.55,0.12,-0.24,2025-09-26 17:16:58.992
0.49,0.12,-0.24,2025-09-26 17:16:59.298
0.55,0.06,-0.24,2025-09-26 17:16:59.338
0.55,0.12,-0.24,2025-09-26 17:16:59.657
0.55,0.12,-0.24,2025-09-26 17:17:00.044
0.55,0.12,-0.24,2025-09-26 17:17:00.076
0.55,0.12,-0.24,2025-09-26 17:17:00.236
0.55,0.06,-0.24,2025-09-26 17:17:00.531
0.49,0.06,-0.24,2025-09-26 17:17:00.580
0.61,0.06,-0.24,2025-09-26 17:17:00.834
0.49,0.12,-0.24,2025-09-26 17:17:01.199
0.55,0.12,-0.24,2025-09-26 17:17:01.226
0.55,0.12,-0.24,2025-09-26 17:17:01.451
0.55,0.06,-0.24,2025-09-26 17:17:01.806
0.55,0.06,-0.18,2025-09-26 17:17:01.834
0.55,0.12,-0.18,2025-09-26 17:17:02.083
0.55,0.06,-0.24,2025-09-26 17:17:02.373
0.49,0.06,-0.18,2025-09-26 17:17:02.401
0.55,0.12,-0.24,2025-09-26 17:17:02.728
0.55,0.06,-0.24,2025-09-26 17:17:03.040
0.49,0.12,-0.24,2025-09-26 17:17:03.086
0.49,0.06,-0.24,2025-09-26 17:17:03.301
0.55,0.12,-0.18,2025-09-26 17:17:03.651
0.55,0.12,-0.24,2025-09-26 17:17:03.682
0.55,0.12,-0.24,2025-09-26 17:17:03.908
0.55,0.12,-0.24,2025-09-26 17:17:04.264
0.55,0.12,-0.24,2025-09-26 17:17:04.302
0.49,0.12,-0.24,2025-09-26 17:17:04.524
0.55,0.06,-0.24,2025-09-26 17:17:04.879
0.49,0.12,-0.24,2025-09-26 17:17:04.912
0.55,0.12,-0.24,2025-09-26 17:17:05.139
0.55,0.06,-0.24,2025-09-26 17:17:05.441
0.55,0.12,-0.24,2025-09-26 17:17:05.475
0.49,0.12,-0.24,2025-09-26 17:17:05.750
0.49,0.12,-0.24,2025-09-26 17:17:06.397
0.55,0.06,-0.18,2025-09-26 17:17:06.428
0.55,0.06,-0.24,2025-09-26 17:17:06.461
0.49,0.06,-0.24,2025-09-26 17:17:06.678
0.55,0.12,-0.18,2025-09-26 17:17:06.726
0.49,0.12,-0.24,2025-09-26 17:17:07.048
