x,y,z,timestamp
0.55,0.06,-0.24,2025-09-26 17:10:55.533
0.55,0.12,-0.24,2025-09-26 17:10:56.135
0.55,0.06,-0.24,2025-09-26 17:10:56.164
0.49,0.12,-0.24,2025-09-26 17:10:56.289
0.55,0.06,-0.24,2025-09-26 17:10:56.314
0.55,0.12,-0.18,2025-09-26 17:10:56.628
0.49,0.06,-0.24,2025-09-26 17:10:56.906
0.49,0.12,-0.24,2025-09-26 17:10:56.932
0.55,0.06,-0.24,2025-09-26 17:10:57.265
0.55,0.12,-0.24,2025-09-26 17:10:57.571
0.55,0.12,-0.24,2025-09-26 17:10:57.600
0.55,0.06,-0.24,2025-09-26 17:10:57.826
0.55,0.12,-0.18,2025-09-26 17:10:58.186
0.55,0.12,-0.24,2025-09-26 17:10:58.258
0.55,0.12,-0.24,2025-09-26 17:10:58.442
0.55,0.12,-0.24,2025-09-26 17:10:58.799
0.61,0.12,-0.24,2025-09-26 17:10:58.839
0.55,0.06,-0.18,2025-09-26 17:10:59.054
0.55,0.12,-0.24,2025-09-26 17:10:59.415
0.55,0.12,-0.24,2025-09-26 17:10:59.442
0.61,0.06,-0.24,2025-09-26 17:10:59.669
0.55,0.06,-0.24,2025-09-26 17:11:00.027
0.55,0.12,-0.24,2025-09-26 17:11:00.058
0.55,0.12,-0.18,2025-09-26 17:11:00.284
0.55,0.06,-0.24,2025-09-26 17:11:00.642
0.55,0.06,-0.24,2025-09-26 17:11:00.667
0.55,0.06,-0.24,2025-09-26 17:11:00.954
0.55,0.12,-0.24,2025-09-26 17:11:01.221
0.55,0.12,-0.24,2025-09-26 17:11:01.249
0.55,0.06,-0.24,2025-09-26 17:11:01.533
0.49,0.12,-0.24,2025-09-26 17:11:01.988
0.55,0.06,-0.24,2025-09-26 17:11:02.017
0.55,0.12,-0.24,2025-09-26 17:11:02.248
0.55,0.12,-0.24,2025-09-26 17:11:02.279
0.49,0.12,-0.24,2025-09-26 17:11:02.587
0.55,0.06,-0.24,2025-09-26 17:11:02.847
0.49,0.06,-0.24,2025-09-26 17:11:02.875
0.55,0.06,-0.24,2025-09-26 17:11:03.154
0.55,0.12,-0.24,2025-09-26 17:11:03.509
0.55,0.12,-0.24,2025-09-26 17:11:03.552
0.55,0.06,-0.24,2025-09-26 17:11:03.765
0.55,0.12,-0.24,2025-09-26 17:11:04.257
0.55,0.12,-0.24,2025-09-26 17:11:04.301
0.55,0.06,-0.24,2025-09-26 17:11:04.577
0.55,0.06,-0.24,2025-09-26 17:11:04.600
0.55,0.06,-0.24,2025-09-26 17:11:04.817
0.55,0.06,-0.24,2025-09-26 17:11:05.394
0.55,0.12,-0.24,2025-09-26 17:11:05.491
0.55,0.12,-0.24,2025-09-26 17:11:06.266
0.55,0.06,-0.24,2025-09-26 17:11:06.365
0.55,0.12,-0.18,2025-09-26 17:11:06.404
0.55,0.12,-0.24,2025-09-26 17:11:06.465
0.55,0.06,-0.24,2025-09-26 17:11:06.567
0.55,0.12,-0.24,2025-09-26 17:11:06.671
0.55,0.12,-0.24,2025-09-26 17:11:06.741
0.55,0.12,-0.24,2025-09-26 17:11:06.940
0.55,0.06,-0.18,2025-09-26 17:11:06.967
0.49,0.12,-0.24,2025-09-26 17:11:07.245
0.55,0.12,-0.24,2025-09-26 17:11:07.564
0.55,0.12,-0.24,2025-09-26 17:11:07.616
0.55,0.12,-0.24,2025-09-26 17:11:07.892
0.49,0.06,-0.24,2025-09-26 17:11:08.168
0.55,0.12,-0.24,2025-09-26 17:11:08.194
0.55,0.06,-0.24,2025-09-26 17:11:08.481
0.49,0.06,-0.24,2025-09-26 17:11:08.783
0.55,0.12,-0.24,2025-09-26 17:11:08.812
0.55,0.12,-0.24,2025-09-26 17:11:09.141
0.55,0.06,-0.18,2025-09-26 17:11:09.545
0.55,0.06,-0.18,2025-09-26 17:11:09.634
0.55,0.12,-0.24,2025-09-26 17:11:09.832
0.55,0.12,-0.24,2025-09-26 17:11:09.859
0.49,0.06,-0.18,2025-09-26 17:11:10.131
0.73,0.18,-0.37,2025-09-26 17:11:10.568
0.55,0.12,-0.24,2025-09-26 17:11:10.671
0.55,0.06,-0.24,2025-09-26 17:11:10.984
0.61,0.06,-0.18,2025-09-26 17:11:11.010
0.43,0.12,-0.24,2025-09-26 17:11:11.405
0.55,0.12,-0.24,2025-09-26 17:11:11.667
0.55,0.06,-0.24,2025-09-26 17:11:11.989
0.49,0.06,-0.24,2025-09-26 17:11:12.199
0.49,0.12,-0.24,2025-09-26 17:11:12.436
0.55,0.12,-0.24,2025-09-26 17:11:12.462
0.55,0.12,-0.24,2025-09-26 17:11:12.487
0.55,0.12,-0.24,2025-09-26 17:11:12.827
0.55,0.12,-0.24,2025-09-26 17:11:12.868
0.55,0.12,-0.24,2025-09-26 17:11:13.086
0.55,0.12,-0.24,2025-09-26 17:11:13.130
0.55,0.12,-0.24,2025-09-26 17:11:13.392
0.55,0.12,-0.24,2025-09-26 17:11:13.698
0.49,0.12,-0.24,2025-09-26 17:11:13.727
0.55,0.12,-0.24,2025-09-26 17:11:14.013
0.61,0.06,-0.24,2025-09-26 17:11:14.319
0.55,0.06,-0.24,2025-09-26 17:11:14.348
0.55,0.12,-0.24,2025-09-26 17:11:14.674
0.49,0.12,-0.24,2025-09-26 17:11:14.979
0.55,0.12,-0.24,2025-09-26 17:11:15.028
0.61,0.12,-0.24,2025-09-26 17:11:15.238
0.49,0.12,-0.24,2025-09-26 17:11:15.550
0.55,0.06,-0.24,2025-09-26 17:11:15.579
0.55,0.06,-0.24,2025-09-26 17:11:15.848
0.55,0.06,-0.24,2025-09-26 17:11:16.206
0.55,0.12,-0.24,2025-09-26 17:11:16.271
0.55,0.12,-0.18,2025-09-26 17:11:16.461
0.55,0.06,-0.18,2025-09-26 17:11:16.778
0.55,0.12,-0.18,2025-09-26 17:11:16.810
0.55,0.12,-0.24,2025-09-26 17:11:17.129
0.55,0.12,-0.24,2025-09-26 17:11:17.428
0.55,0.12,-0.24,2025-09-26 17:11:17.461
0.55,0.12,-0.24,2025-09-26 17:11:17.744
0.55,0.12,-0.18,2025-09-26 17:11:18.050
0.55,0.06,-0.18,2025-09-26 17:11:18.075
0.55,0.12,-0.24,2025-09-26 17:11:18.307
0.55,0.06,-0.24,2025-09-26 17:11:18.685
0.55,0.12,-0.18,2025-09-26 17:11:18.709
0.49,0.06,-0.24,2025-09-26 17:11:18.920
0.55,0.12,-0.18,2025-09-26 17:11:19.242
0.55,0.06,-0.24,2025-09-26 17:11:19.278
0.55,0.12,-0.24,2025-09-26 17:11:19.554
0.55,0.12,-0.18,2025-09-26 17:11:19.844
0.55,0.06,-0.24,2025-09-26 17:11:19.871
0.55,0.12,-0.24,2025-09-26 17:11:20.203
0.55,0.12,-0.24,2025-09-26 17:11:20.471
0.55,0.12,-0.24,2025-09-26 17:11:20.518
0.55,0.12,-0.24,2025-09-26 17:11:20.787
-0.31,0.06,-0.31,2025-09-26 17:11:21.130
0.55,0.06,-0.24,2025-09-26 17:11:21.159
0.61,0.12,-0.24,2025-09-26 17:11:21.379
0.55,0.06,-0.24,2025-09-26 17:11:21.839
0.61,0.12,-0.24,2025-09-26 17:11:21.868
0.49,0.12,-0.24,2025-09-26 17:11:22.095
0.55,0.12,-0.24,2025-09-26 17:11:22.122
0.55,0.12,-0.24,2025-09-26 17:11:22.404
0.55,0.12,-0.24,2025-09-26 17:11:22.889
0.55,0.06,-0.24,2025-09-26 17:11:22.916
0.55,0.12,-0.18,2025-09-26 17:11:23.118
0.55,0.12,-0.18,2025-09-26 17:11:23.143
0.55,0.12,-0.18,2025-09-26 17:11:23.582
0.49,0.06,-0.24,2025-09-26 17:11:23.887
0.49,0.12,-0.24,2025-09-26 17:11:23.912
0.55,0.12,-0.24,2025-09-26 17:11:24.143
0.55,0.06,-0.24,2025-09-26 17:11:24.175
0.55,0.12,-0.24,2025-09-26 17:11:24.772
0.55,0.12,-0.24,2025-09-26 17:11:24.966
0.49,0.12,-0.24,2025-09-26 17:11:25.042
0.61,0.06,-0.24,2025-09-26 17:11:25.116
0.55,0.12,-0.24,2025-09-26 17:11:25.372
0.55,0.06,-0.24,2025-09-26 17:11:25.395
0.55,0.12,-0.24,2025-09-26 17:11:25.741
0.55,0.12,-0.24,2025-09-26 17:11:26.043
0.55,0.06,-0.24,2025-09-26 17:11:26.087
0.55,0.12,-0.24,2025-09-26 17:11:26.293
0.55,0.06,-0.24,2025-09-26 17:11:26.605
0.55,0.06,-0.24,2025-09-26 17:11:26.629
0.55,0.12,-0.18,2025-09-26 17:11:26.907
0.55,0.06,-0.18,2025-09-26 17:11:27.214
0.61,0.12,-0.24,2025-09-26 17:11:27.239
0.55,0.06,-0.18,2025-09-26 17:11:27.523
0.49,0.12,-0.24,2025-09-26 17:11:27.932
0.55,0.06,-0.24,2025-09-26 17:11:27.959
0.55,0.12,-0.24,2025-09-26 17:11:28.295
0.55,0.12,-0.24,2025-09-26 17:11:28.353
0.55,0.06,-0.24,2025-09-26 17:11:28.549
0.55,0.06,-0.18,2025-09-26 17:11:28.855
0.61,0.06,-0.24,2025-09-26 17:11:28.894
0.55,0.06,-0.24,2025-09-26 17:11:29.171
0.55,0.06,-0.24,2025-09-26 17:11:29.518
0.49,0.06,-0.24,2025-09-26 17:11:29.548
0.49,0.12,-0.18,2025-09-26 17:11:29.928
0.55,0.06,-0.24,2025-09-26 17:11:30.235
0.55,0.06,-0.24,2025-09-26 17:11:30.261
0.55,0.06,-0.24,2025-09-26 17:11:30.493
0.55,0.12,-0.24,2025-09-26 17:11:30.518
0.55,0.12,-0.24,2025-09-26 17:11:30.853
0.55,0.06,-0.24,2025-09-26 17:11:31.249
0.55,0.06,-0.24,2025-09-26 17:11:31.281
0.55,0.12,-0.24,2025-09-26 17:11:31.538
0.55,0.06,-0.24,2025-09-26 17:11:31.583
0.55,0.12,-0.24,2025-09-26 17:11:31.875
0.55,0.06,-0.24,2025-09-26 17:11:32.131
0.55,0.12,-0.24,2025-09-26 17:11:32.159
0.55,0.12,-0.24,2025-09-26 17:11:32.497
0.49,0.12,-0.24,2025-09-26 17:11:32.752
0.55,0.12,-0.18,2025-09-26 17:11:32.779
0.55,0.12,-0.24,2025-09-26 17:11:33.165
0.49,0.12,-0.24,2025-09-26 17:11:33.365
0.55,0.06,-0.24,2025-09-26 17:11:33.391
0.55,0.12,-0.24,2025-09-26 17:11:33.722
0.55,0.12,-0.24,2025-09-26 17:11:34.026
0.55,0.06,-0.24,2025-09-26 17:11:34.085
0.55,0.12,-0.18,2025-09-26 17:11:34.281
0.55,0.06,-0.24,2025-09-26 17:11:34.615
0.55,0.12,-0.18,2025-09-26 17:11:34.642
0.49,0.12,-0.18,2025-09-26 17:11:34.931
0.55,0.06,-0.24,2025-09-26 17:11:35.203
0.55,0.06,-0.24,2025-09-26 17:11:35.228
0.55,0.06,-0.24,2025-09-26 17:11:35.560
0.55,0.06,-0.24,2025-09-26 17:11:35.857
0.55,0.06,-0.18,2025-09-26 17:11:35.993
0.49,0.12,-0.24,2025-09-26 17:11:36.245
0.55,0.12,-0.24,2025-09-26 17:11:36.269
0.55,0.12,-0.24,2025-09-26 17:11:36.584
0.55,0.06,-0.24,2025-09-26 17:11:37.023
0.55,0.12,-0.24,2025-09-26 17:11:37.060
0.55,0.12,-0.24,2025-09-26 17:11:37.251
0.55,0.12,-0.24,2025-09-26 17:11:37.277
0.55,0.06,-0.24,2025-09-26 17:11:37.576
0.55,0.12,-0.24,2025-09-26 17:11:37.868
0.55,0.12,-0.24,2025-09-26 17:11:37.893
0.49,0.06,-0.24,2025-09-26 17:11:38.223
0.55,0.06,-0.24,2025-09-26 17:11:38.531
0.49,0.12,-0.24,2025-09-26 17:11:38.608
0.55,0.12,-0.24,2025-09-26 17:11:38.786
0.55,0.12,-0.24,2025-09-26 17:11:39.158
0.55,0.06,-0.18,2025-09-26 17:11:39.196
0.55,0.12,-0.18,2025-09-26 17:11:39.403
0.55,0.06,-0.18,2025-09-26 17:11:40.057
0.55,0.12,-0.24,2025-09-26 17:11:40.092
0.55,0.12,-0.24,2025-09-26 17:11:40.117
0.55,0.12,-0.24,2025-09-26 17:11:40.329
0.55,0.06,-0.24,2025-09-26 17:11:40.366
0.55,0.12,-0.24,2025-09-26 17:11:40.677
0.55,0.12,-0.24,2025-09-26 17:11:40.991
0.55,0.06,-0.24,2025-09-26 17:11:41.016
0.55,0.12,-0.24,2025-09-26 17:11:41.244
0.55,0.06,-0.24,2025-09-26 17:11:41.274
0.55,0.06,-0.24,2025-09-26 17:11:41.602
0.55,0.06,-0.31,2025-09-26 17:11:41.915
0.55,0.06,-0.18,2025-09-26 17:11:42.078
0.55,0.12,-0.24,2025-09-26 17:11:42.183
0.55,0.06,-0.24,2025-09-26 17:11:42.525
0.49,0.12,-0.24,2025-09-26 17:11:42.558
0.55,0.12,-0.24,2025-09-26 17:11:42.783
0.55,0.06,-0.24,2025-09-26 17:11:43.630
0.61,0.06,-0.24,2025-09-26 17:11:43.697
0.49,0.12,-0.24,2025-09-26 17:11:43.794
0.49,0.06,-0.24,2025-09-26 17:11:43.831
0.55,0.12,-0.24,2025-09-26 17:11:43.858
0.55,0.12,-0.24,2025-09-26 17:11:44.013
0.55,0.06,-0.24,2025-09-26 17:11:44.368
0.49,0.06,-0.24,2025-09-26 17:11:44.404
0.49,0.12,-0.24,2025-09-26 17:11:44.628
0.55,0.06,-0.24,2025-09-26 17:11:44.932
0.55,0.12,-0.24,2025-09-26 17:11:44.984
0.55,0.12,-0.24,2025-09-26 17:11:45.240
0.55,0.12,-0.18,2025-09-26 17:11:45.669
0.55,0.12,-0.24,2025-09-26 17:11:45.699
0.49,0.12,-0.24,2025-09-26 17:11:45.856
0.55,0.06,-0.24,2025-09-26 17:11:46.184
0.55,0.06,-0.24,2025-09-26 17:11:46.223
0.55,0.12,-0.24,2025-09-26 17:11:46.589
0.55,0.06,-0.24,2025-09-26 17:11:46.781
0.55,0.06,-0.24,2025-09-26 17:11:46.959
0.55,0.12,-0.24,2025-09-26 17:11:47.095
0.49,0.12,-0.24,2025-09-26 17:11:47.389
0.55,0.12,-0.24,2025-09-26 17:11:47.422
0.55,0.06,-0.24,2025-09-26 17:11:47.704
0.55,0.06,-0.24,2025-09-26 17:11:48.002
0.55,0.12,-0.24,2025-09-26 17:11:48.027
0.55,0.12,-0.24,2025-09-26 17:11:48.314
0.49,0.12,-0.24,2025-09-26 17:11:48.670
0.55,0.12,-0.18,2025-09-26 17:11:48.700
0.55,0.12,-0.24,2025-09-26 17:11:49.037
0.55,0.12,-0.24,2025-09-26 17:11:49.069
0.55,0.06,-0.24,2025-09-26 17:11:49.337
0.55,0.12,-0.24,2025-09-26 17:11:49.640
0.55,0.12,-0.24,2025-09-26 17:11:49.669
0.55,0.12,-0.24,2025-09-26 17:11:50.006
0.55,0.12,-0.24,2025-09-26 17:11:50.255
0.55,0.12,-0.24,2025-09-26 17:11:50.279
0.55,0.06,-0.18,2025-09-26 17:11:50.613
0.55,0.12,-0.24,2025-09-26 17:11:50.942
0.55,0.06,-0.24,2025-09-26 17:11:50.974
0.55,0.12,-0.24,2025-09-26 17:11:51.175
0.55,0.06,-0.24,2025-09-26 17:11:51.536
0.55,0.12,-0.24,2025-09-26 17:11:51.570
0.49,0.12,-0.24,2025-09-26 17:11:51.790
0.55,0.06,-0.24,2025-09-26 17:11:52.097
0.55,0.06,-0.18,2025-09-26 17:11:52.127
0.55,0.06,-0.24,2025-09-26 17:11:52.410
0.49,0.12,-0.18,2025-09-26 17:11:52.868
0.55,0.12,-0.24,2025-09-26 17:11:52.899
0.55,0.12,-0.24,2025-09-26 17:11:53.126
0.55,0.12,-0.24,2025-09-26 17:11:53.154
0.49,0.06,-0.24,2025-09-26 17:11:53.481
0.55,0.06,-0.24,2025-09-26 17:11:53.789
0.61,0.12,-0.24,2025-09-26 17:11:53.822
0.55,0.06,-0.24,2025-09-26 17:11:54.050
0.55,0.12,-0.24,2025-09-26 17:11:54.351
0.55,0.12,-0.24,2025-09-26 17:11:54.380
0.55,0.12,-0.24,2025-09-26 17:11:54.729
0.55,0.06,-0.24,2025-09-26 17:11:55.048
0.55,0.06,-0.18,2025-09-26 17:11:55.216
0.55,0.12,-0.24,2025-09-26 17:11:55.727
0.55,0.12,-0.24,2025-09-26 17:11:55.772
0.55,0.12,-0.18,2025-09-26 17:11:56.012
0.55,0.06,-0.24,2025-09-26 17:11:56.048
0.55,0.06,-0.24,2025-09-26 17:11:56.095
0.55,0.06,-0.24,2025-09-26 17:11:56.296
0.49,0.12,-0.24,2025-09-26 17:11:56.655
0.55,0.06,-0.24,2025-09-26 17:11:56.685
0.55,0.06,-0.24,2025-09-26 17:11:56.910
0.55,0.06,-0.24,2025-09-26 17:11:57.269
0.55,0.06,-0.24,2025-09-26 17:11:57.296
0.55,0.06,-0.24,2025-09-26 17:11:57.528
0.61,0.12,-0.24,2025-09-26 17:11:57.883
0.55,0.06,-0.24,2025-09-26 17:11:57.908
0.55,0.12,-0.24,2025-09-26 17:11:58.192
0.55,0.06,-0.24,2025-09-26 17:11:58.448
0.55,0.12,-0.24,2025-09-26 17:11:58.472
0.55,0.06,-0.18,2025-09-26 17:11:58.753
0.55,0.12,-0.24,2025-09-26 17:11:59.135
0.55,0.06,-0.24,2025-09-26 17:11:59.167
0.49,0.12,-0.24,2025-09-26 17:11:59.369
0.49,0.06,-0.24,2025-09-26 17:11:59.734
0.49,0.06,-0.24,2025-09-26 17:11:59.760
0.55,0.12,-0.18,2025-09-26 17:12:00.138
0.49,0.12,-0.24,2025-09-26 17:12:00.289
0.49,0.12,-0.24,2025-09-26 17:12:00.315
0.55,0.12,-0.24,2025-09-26 17:12:00.657
0.55,0.12,-0.24,2025-09-26 17:12:00.958
0.55,0.06,-0.24,2025-09-26 17:12:00.992
0.49,0.12,-0.24,2025-09-26 17:12:01.231
0.55,0.12,-0.24,2025-09-26 17:12:01.520
0.49,0.12,-0.24,2025-09-26 17:12:01.553
0.55,0.12,-0.24,2025-09-26 17:12:01.930
0.55,0.12,-0.24,2025-09-26 17:12:02.154
0.55,0.12,-0.24,2025-09-26 17:12:02.190
0.49,0.12,-0.24,2025-09-26 17:12:02.493
0.55,0.12,-0.24,2025-09-26 17:12:02.803
0.55,0.12,-0.24,2025-09-26 17:12:02.838
0.55,0.12,-0.24,2025-09-26 17:12:03.060
0.55,0.06,-0.24,2025-09-26 17:12:03.364
0.55,0.06,-0.24,2025-09-26 17:12:03.435
0.55,0.06,-0.24,2025-09-26 17:12:03.725
0.55,0.12,-0.24,2025-09-26 17:12:04.079
0.55,0.12,-0.24,2025-09-26 17:12:04.105
0.49,0.12,-0.24,2025-09-26 17:12:04.663
0.55,0.12,-0.24,2025-09-26 17:12:04.690
0.55,0.06,-0.24,2025-09-26 17:12:04.748
0.55,0.12,-0.24,2025-09-26 17:12:18.058
0.55,0.12,-0.24,2025-09-26 17:12:21.406
0.55,0.12,-0.24,2025-09-26 17:12:21.457
0.55,0.12,-0.24,2025-09-26 17:12:21.662
0.55,0.12,-0.24,2025-09-26 17:12:22.157
0.61,0.06,-0.18,2025-09-26 17:12:23.863
0.55,0.12,-0.24,2025-09-26 17:12:25.760
0.55,0.12,-0.24,2025-09-26 17:12:25.865
0.55,0.12,-0.24,2025-09-26 17:12:25.950
0.55,0.12,-0.24,2025-09-26 17:12:25.998
0.55,0.12,-0.24,2025-09-26 17:12:26.950
0.55,0.12,-0.24,2025-09-26 17:12:27.163
0.61,0.12,-0.24,2025-09-26 17:12:27.209
0.55,0.06,-0.24,2025-09-26 17:12:27.255
0.55,0.06,-0.24,2025-09-26 17:12:27.394
0.55,0.12,-0.24,2025-09-26 17:12:27.448
0.55,0.12,-0.24,2025-09-26 17:12:27.491
0.55,0.06,-0.24,2025-09-26 17:12:27.541
0.55,0.12,-0.24,2025-09-26 17:12:27.598
0.55,0.12,-0.18,2025-09-26 17:12:27.641
0.55,0.06,-0.24,2025-09-26 17:12:27.692
0.55,0.06,-0.24,2025-09-26 17:12:27.747
0.55,0.12,-0.24,2025-09-26 17:12:27.810
0.55,0.06,-0.24,2025-09-26 17:12:27.841
0.55,0.12,-0.24,2025-09-26 17:12:27.865
0.49,0.12,-0.24,2025-09-26 17:12:28.014
0.55,0.06,-0.24,2025-09-26 17:12:28.098
0.55,0.12,-0.18,2025-09-26 17:12:28.162
0.55,0.12,-0.24,2025-09-26 17:12:28.198
0.55,0.12,-0.24,2025-09-26 17:12:28.355
0.49,0.12,-0.24,2025-09-26 17:12:28.454
0.55,0.12,-0.24,2025-09-26 17:12:28.487
0.55,0.06,-0.18,2025-09-26 17:12:28.539
0.55,0.12,-0.24,2025-09-26 17:12:28.659
0.55,0.12,-0.18,2025-09-26 17:12:28.711
0.55,0.06,-0.24,2025-09-26 17:12:28.738
0.55,0.12,-0.24,2025-09-26 17:12:28.804
0.55,0.12,-0.24,2025-09-26 17:12:28.859
0.49,0.06,-0.24,2025-09-26 17:12:28.893
0.55,0.12,-0.24,2025-09-26 17:12:28.990
0.55,0.06,-0.24,2025-09-26 17:12:29.043
0.55,0.06,-0.18,2025-09-26 17:12:29.162
0.55,0.06,-0.24,2025-09-26 17:12:29.187
0.55,0.06,-0.24,2025-09-26 17:12:29.294
0.55,0.06,-0.24,2025-09-26 17:12:29.445
0.55,0.12,-0.24,2025-09-26 17:12:29.696
0.55,0.12,-0.24,2025-09-26 17:12:29.751
0.49,0.12,-0.24,2025-09-26 17:12:29.791
0.49,0.06,-0.24,2025-09-26 17:12:29.848
0.55,0.12,-0.24,2025-09-26 17:12:29.942
0.55,0.12,-0.24,2025-09-26 17:12:29.995
0.55,0.06,-0.24,2025-09-26 17:12:30.056
0.49,0.06,-0.24,2025-09-26 17:12:30.100
0.49,0.12,-0.24,2025-09-26 17:12:30.159
0.55,0.12,-0.24,2025-09-26 17:12:30.204
0.55,0.12,-0.24,2025-09-26 17:12:30.494
0.55,0.12,-0.24,2025-09-26 17:12:30.533
0.55,0.12,-0.24,2025-09-26 17:12:30.563
0.55,0.12,-0.24,2025-09-26 17:12:30.584
0.55,0.12,-0.24,2025-09-26 17:12:30.609
0.55,0.12,-0.24,2025-09-26 17:12:30.634
0.55,0.12,-0.24,2025-09-26 17:12:30.662
0.55,0.12,-0.24,2025-09-26 17:12:30.684
0.55,0.06,-0.24,2025-09-26 17:12:30.711
0.55,0.06,-0.24,2025-09-26 17:12:30.739
0.55,0.12,-0.24,2025-09-26 17:12:30.781
0.55,0.12,-0.24,2025-09-26 17:12:30.808
0.55,0.06,-0.24,2025-09-26 17:12:30.839
0.55,0.06,-0.24,2025-09-26 17:12:30.883
0.55,0.06,-0.24,2025-09-26 17:12:30.908
0.55,0.06,-0.18,2025-09-26 17:12:30.935
0.55,0.12,-0.24,2025-09-26 17:12:30.982
0.55,0.06,-0.24,2025-09-26 17:12:31.007
0.55,0.06,-0.24,2025-09-26 17:12:31.032
0.55,0.06,-0.24,2025-09-26 17:12:31.080
0.55,0.06,-0.24,2025-09-26 17:12:31.107
0.55,0.12,-0.24,2025-09-26 17:12:31.131
0.55,0.06,-0.24,2025-09-26 17:12:31.156
0.55,0.06,-0.24,2025-09-26 17:12:31.183
0.55,0.06,-0.24,2025-09-26 17:12:31.209
0.55,0.06,-0.24,2025-09-26 17:12:31.247
0.55,0.12,-0.18,2025-09-26 17:12:31.486
0.55,0.12,-0.24,2025-09-26 17:12:31.545
0.55,0.12,-0.18,2025-09-26 17:12:31.595
0.55,0.12,-0.18,2025-09-26 17:12:31.665
0.55,0.12,-0.24,2025-09-26 17:12:31.712
0.55,0.06,-0.24,2025-09-26 17:12:31.910
0.55,0.12,-0.24,2025-09-26 17:12:31.958
0.55,0.06,-0.24,2025-09-26 17:12:31.998
0.55,0.12,-0.24,2025-09-26 17:12:32.031
0.55,0.12,-0.24,2025-09-26 17:12:32.061
0.55,0.06,-0.24,2025-09-26 17:12:32.206
0.55,0.12,-0.24,2025-09-26 17:12:32.239
0.55,0.12,-0.24,2025-09-26 17:12:32.283
0.49,0.12,-0.24,2025-09-26 17:12:32.408
0.55,0.06,-0.24,2025-09-26 17:12:32.440
0.55,0.12,-0.24,2025-09-26 17:12:32.465
0.55,0.12,-0.18,2025-09-26 17:12:32.499
0.55,0.12,-0.24,2025-09-26 17:12:32.556
0.55,0.12,-0.18,2025-09-26 17:12:32.604
0.49,0.06,-0.24,2025-09-26 17:12:32.660
0.55,0.06,-0.24,2025-09-26 17:12:32.704
0.55,0.12,-0.18,2025-09-26 17:12:32.751
0.49,0.12,-0.24,2025-09-26 17:12:32.805
0.55,0.06,-0.24,2025-09-26 17:12:32.850
0.49,0.06,-0.24,2025-09-26 17:12:32.899
0.49,0.12,-0.24,2025-09-26 17:12:32.948
0.55,0.12,-0.24,2025-09-26 17:12:33.003
0.55,0.12,-0.24,2025-09-26 17:12:33.461
0.49,0.12,-0.31,2025-09-26 17:12:33.493
0.55,0.06,-0.24,2025-09-26 17:12:33.608
0.55,0.06,-0.24,2025-09-26 17:12:33.706
0.49,0.06,-0.18,2025-09-26 17:12:33.856
0.55,0.12,-0.24,2025-09-26 17:12:33.893
0.55,0.06,-0.18,2025-09-26 17:12:33.948
0.55,0.06,-0.24,2025-09-26 17:12:33.994
0.49,0.06,-0.24,2025-09-26 17:12:34.056
0.49,0.12,-0.24,2025-09-26 17:12:34.100
0.61,0.06,-0.24,2025-09-26 17:12:34.359
0.55,0.12,-0.24,2025-09-26 17:12:39.560
0.55,0.12,-0.18,2025-09-26 17:12:39.856
0.55,0.12,-0.24,2025-09-26 17:12:40.261
0.55,0.12,-0.24,2025-09-26 17:12:40.305
0.49,0.12,-0.24,2025-09-26 17:12:40.765
0.55,0.06,-0.24,2025-09-26 17:12:40.960
0.55,0.12,-0.24,2025-09-26 17:12:41.006
0.55,0.12,-0.24,2025-09-26 17:12:41.055
0.49,0.12,-0.24,2025-09-26 17:12:41.114
0.55,0.12,-0.24,2025-09-26 17:12:41.155
0.55,0.12,-0.24,2025-09-26 17:12:41.515
0.55,0.06,-0.18,2025-09-26 17:12:56.213
0.55,0.12,-0.24,2025-09-26 17:12:56.514
0.55,0.12,-0.24,2025-09-26 17:12:56.611
0.55,0.06,-0.24,2025-09-26 17:12:57.660
0.49,0.12,-0.24,2025-09-26 17:12:58.464
0.49,0.06,-0.24,2025-09-26 17:12:58.962
0.55,0.06,-0.24,2025-09-26 17:12:59.561
0.55,0.12,-0.24,2025-09-26 17:12:59.606
0.55,0.12,-0.24,2025-09-26 17:13:01.305
0.55,0.06,-0.24,2025-09-26 17:13:01.764
0.55,0.06,-0.24,2025-09-26 17:13:02.615
0.55,0.12,-0.24,2025-09-26 17:13:05.309
0.55,0.12,-0.24,2025-09-26 17:13:05.411
0.55,0.12,-0.24,2025-09-26 17:13:06.199
0.55,0.06,-0.24,2025-09-26 17:13:06.464
0.55,0.12,-0.24,2025-09-26 17:13:06.698
0.55,0.12,-0.18,2025-09-26 17:13:06.847
0.49,0.12,-0.24,2025-09-26 17:13:07.010
0.55,0.06,-0.24,2025-09-26 17:13:07.044
0.55,0.12,-0.24,2025-09-26 17:13:07.213
0.55,0.06,-0.24,2025-09-26 17:13:07.242
0.55,0.06,-0.18,2025-09-26 17:13:07.452
0.55,0.06,-0.24,2025-09-26 17:13:07.501
0.55,0.06,-0.24,2025-09-26 17:13:07.538
0.49,0.12,-0.18,2025-09-26 17:13:07.601
0.55,0.12,-0.18,2025-09-26 17:13:07.692
0.55,0.12,-0.24,2025-09-26 17:13:07.849
0.55,0.12,-0.24,2025-09-26 17:13:08.010
0.55,0.12,-0.24,2025-09-26 17:13:08.049
0.55,0.06,-0.18,2025-09-26 17:13:08.159
