timestamp,x,y,z
2025-09-15 22:39:16,-0.0016021728515625,-0.008148193359375,-1.0011138916015625
2025-09-15 22:39:17,-0.0016021728515625,-0.0085601806640625,-1.0011138916015625
2025-09-15 22:39:18,-0.0016021728515625,-0.0085601806640625,-1.0003204345703125
2025-09-15 22:39:19,-0.0015716552734375,-0.0085601806640625,-1.0003204345703125
2025-09-15 22:39:20,-0.0015716552734375,-0.0081787109375,-1.0003204345703125
2025-09-15 22:39:21,-0.0015716552734375,-0.0081787109375,-0.999237060546875
2025-09-15 22:39:22,-0.00140380859375,-0.0081787109375,-0.999237060546875
2025-09-15 22:39:23,-0.00140380859375,-0.0075836181640625,-0.999237060546875
2025-09-15 22:39:24,-0.00140380859375,-0.0075836181640625,-0.999481201171875
2025-09-15 22:39:25,-0.0010223388671875,-0.0075836181640625,-0.999481201171875
2025-09-15 22:39:26,-0.0010223388671875,-0.0081329345703125,-0.999481201171875
2025-09-15 22:39:27,-0.0010223388671875,-0.0081329345703125,-1.0010528564453125
2025-09-15 22:39:28,-0.00128173828125,-0.0081329345703125,-1.0010528564453125
2025-09-15 22:39:29,-0.00128173828125,-0.0088958740234375,-1.0010528564453125
2025-09-15 22:39:30,-0.00128173828125,-0.0088958740234375,-0.99957275390625
2025-09-15 22:39:31,-0.0009918212890625,-0.0088958740234375,-0.99957275390625
2025-09-15 22:39:32,-0.0009918212890625,-0.0081024169921875,-0.99957275390625
