x,y,z
0.085662841796875,0.0544586181640625,-0.994720458984375
0.085296630859375,0.0536346435546875,-0.995880126953125
0.0854339599609375,0.053314208984375,-0.99530029296875
0.0848541259765625,0.0538330078125,-0.9949493408203125
0.0842132568359375,0.0541534423828125,-0.9953155517578125
0.085052490234375,0.0542449951171875,-0.9959869384765625
0.08502197265625,0.0536956787109375,-0.9949951171875
0.08447265625,0.0533294677734375,-0.995697021484375
0.0852508544921875,0.0550689697265625,-0.9951934814453125
0.08599853515625,0.05316162109375,-0.9940185546875
0.0855712890625,0.053497314453125,-0.995391845703125
0.0851593017578125,0.0538330078125,-0.9947967529296875
0.0851898193359375,0.054168701171875,-0.9962310791015625
0.0858154296875,0.054046630859375,-0.9948577880859375
0.0849151611328125,0.0537872314453125,-0.9958953857421875
0.08551025390625,0.0535736083984375,-0.9951324462890625
0.0855865478515625,0.05328369140625,-0.9955291748046875
0.085235595703125,0.0529632568359375,-0.9948272705078125
0.0818023681640625,0.0563507080078125,-0.9945526123046875
0.0042572021484375,-0.2349395751953125,-0.8301544189453125
-0.4930572509765625,-0.45562744140625,-0.8689422607421875
-0.5296783447265625,-0.28851318359375,-0.6210784912109375
0.1731719970703125,-0.126007080078125,-0.9237213134765625
-1.4501800537109375,0.8696746826171875,-0.7641143798828125
-2.14703369140625,0.3380584716796875,-0.4872894287109375
-1.3730926513671875,-0.23968505859375,0.28802490234375
0.6000823974609375,-0.4052734375,0.6864166259765625
0.8813934326171875,-0.653472900390625,-0.5128936767578125
1.0354156494140625,-0.419921875,-1.0851287841796875
1.0680999755859375,0.0153045654296875,-1.376190185546875
0.95654296875,-0.73138427734375,0.43646240234375
-0.64190673828125,0.9803009033203125,-0.7786712646484375
-0.407440185546875,0.07513427734375,0.5034942626953125
0.98065185546875,-0.0757598876953125,-0.1590118408203125
0.8249053955078125,-0.5839080810546875,-0.266510009765625
1.13018798828125,-0.8510284423828125,-1.2003936767578125
0.227813720703125,-0.6302947998046875,0.115234375
1.374755859375,0.04052734375,-1.449188232421875
