timestamp,temperature,humidity
2025-09-20 16:53:10,20.00,41.70
2025-09-20 16:53:12,20.00,41.50
2025-09-20 16:53:14,20.00,41.40
2025-09-20 16:53:16,20.00,41.10
2025-09-20 16:53:18,20.00,41.20
2025-09-20 16:53:20,20.00,41.20
2025-09-20 16:53:22,20.00,41.20
2025-09-20 16:53:25,20.00,41.10
2025-09-20 16:53:27,20.00,41.20
2025-09-20 16:53:29,20.00,41.30
2025-09-20 16:53:31,20.00,41.40
2025-09-20 16:53:33,20.00,41.40
2025-09-20 16:53:35,20.00,41.50
2025-09-20 16:53:37,20.00,41.50
2025-09-20 16:53:39,20.00,41.40
2025-09-20 16:53:41,20.00,41.50
2025-09-20 16:53:43,20.00,41.40
2025-09-20 16:53:45,20.00,41.30
2025-09-20 16:53:47,20.00,41.20
2025-09-20 16:53:49,20.00,41.20
2025-09-20 16:53:52,20.00,41.20
2025-09-20 16:53:54,20.00,41.20
2025-09-20 16:53:56,20.00,41.10
2025-09-20 16:53:58,20.00,41.00
2025-09-20 16:54:00,20.00,40.90
2025-09-20 16:54:02,20.00,40.90
2025-09-20 16:54:04,20.00,40.90
2025-09-20 16:54:06,20.00,40.90
2025-09-20 16:54:08,19.90,40.80
2025-09-20 16:54:10,20.00,40.90
2025-09-20 16:54:12,20.00,40.90
2025-09-20 16:54:14,20.00,40.90
2025-09-20 16:54:16,20.00,40.80
2025-09-20 16:54:19,20.00,40.80
2025-09-20 16:54:21,20.00,40.80
2025-09-20 16:54:23,20.00,40.80
2025-09-20 16:54:25,19.90,40.70
2025-09-20 16:54:27,20.00,40.80
2025-09-20 16:54:29,20.00,40.60
2025-09-20 16:54:31,20.00,40.60
2025-09-20 16:54:33,19.90,40.50
2025-09-20 16:54:35,20.00,40.50
2025-09-20 16:54:37,20.00,40.50
2025-09-20 16:54:39,19.90,40.50
2025-09-20 16:54:41,19.90,40.50
2025-09-20 16:54:43,20.00,40.50
2025-09-20 16:54:46,19.90,40.40
2025-09-20 16:54:48,19.90,40.50
2025-09-20 16:54:50,19.90,40.40
2025-09-20 16:54:52,20.00,40.40
2025-09-20 16:54:54,19.90,40.40
2025-09-20 16:54:56,19.90,40.40
2025-09-20 16:54:58,19.90,40.40
2025-09-20 16:55:00,19.90,40.50
2025-09-20 16:55:02,19.90,40.50
2025-09-20 16:55:04,19.90,40.50
2025-09-20 16:55:06,19.90,40.60
2025-09-20 16:55:08,19.90,40.60
2025-09-20 16:55:10,19.90,40.60
2025-09-20 16:55:13,19.90,40.50
2025-09-20 16:55:15,19.90,40.40
2025-09-20 16:55:17,19.90,40.50
2025-09-20 16:55:19,19.90,40.50
2025-09-20 16:55:21,19.90,40.70
2025-09-20 16:55:23,19.90,40.90
2025-09-20 16:55:25,19.90,40.90
2025-09-20 16:55:27,19.80,41.00
2025-09-20 16:55:29,19.90,41.00
2025-09-20 16:55:31,19.90,41.00
2025-09-20 16:55:33,19.80,41.00
2025-09-20 16:55:35,19.80,41.00
2025-09-20 16:55:37,19.80,41.00
2025-09-20 16:55:40,19.80,41.00
2025-09-20 16:55:42,19.80,41.00
2025-09-20 16:55:44,19.80,40.90
2025-09-20 16:55:46,19.70,40.90
2025-09-20 16:55:48,19.70,40.90
2025-09-20 16:55:53,19.70,40.90
2025-09-20 16:55:55,19.70,40.90
2025-09-20 16:55:57,19.60,40.90
2025-09-20 16:55:59,19.60,40.90
2025-09-20 16:56:01,19.60,40.90
2025-09-20 16:56:03,19.60,40.90
2025-09-20 16:56:05,19.60,40.90
2025-09-20 16:56:07,19.50,41.00
2025-09-20 16:56:09,19.50,41.00
2025-09-20 16:56:11,19.50,40.90
2025-09-20 16:56:13,19.50,41.00
2025-09-20 16:56:15,19.50,41.00
2025-09-20 16:56:17,19.40,41.00
2025-09-20 16:56:20,19.40,41.10
2025-09-20 16:56:22,19.40,41.10
2025-09-20 16:56:24,19.40,41.20
2025-09-20 16:56:26,19.40,41.30
2025-09-20 16:56:28,19.40,41.30
2025-09-20 16:56:30,19.40,41.30
2025-09-20 16:56:32,19.40,41.40
2025-09-20 16:56:34,19.30,41.40
2025-09-20 16:56:36,19.30,41.40
2025-09-20 16:56:38,19.30,41.50
2025-09-20 16:56:40,19.30,41.50
2025-09-20 16:56:42,19.30,41.50
2025-09-20 16:56:44,19.20,41.50
2025-09-20 16:56:47,19.20,41.60
2025-09-20 16:56:49,19.20,41.60
2025-09-20 16:56:51,19.20,41.50
2025-09-20 16:56:53,19.20,41.50
2025-09-20 16:56:55,19.20,41.30
2025-09-20 16:56:57,19.10,41.40
2025-09-20 16:56:59,19.10,41.40
2025-09-20 16:57:01,19.10,41.40
2025-09-20 16:57:03,19.10,41.50
2025-09-20 16:57:05,19.10,41.60
2025-09-20 16:57:07,19.10,41.60
2025-09-20 16:57:09,19.10,41.70
2025-09-20 16:57:11,19.10,41.70
2025-09-20 16:57:14,19.00,41.80
2025-09-20 16:57:16,19.00,41.80
2025-09-20 16:57:18,19.00,41.80
2025-09-20 16:57:20,19.00,41.80
2025-09-20 16:57:22,19.00,41.80
2025-09-20 16:57:24,18.90,41.90
2025-09-20 16:57:26,19.00,41.90
2025-09-20 16:57:28,18.90,41.90
2025-09-20 16:57:30,18.90,41.90
2025-09-20 16:57:32,18.90,42.00
2025-09-20 16:57:34,18.90,42.00
2025-09-20 16:57:36,18.90,41.90
2025-09-20 16:57:39,18.90,41.70
2025-09-20 16:57:41,18.90,41.70
2025-09-20 16:57:43,18.90,41.70
2025-09-20 16:57:45,18.80,41.70
2025-09-20 16:57:47,18.80,41.70
2025-09-20 16:57:49,18.80,41.80
2025-09-20 16:57:51,18.80,41.80
2025-09-20 16:57:53,18.80,41.80
2025-09-20 16:57:55,18.80,41.90
2025-09-20 16:57:57,18.80,42.10
2025-09-20 16:57:59,18.80,42.50
2025-09-20 16:58:01,18.80,42.90
2025-09-20 16:58:03,18.80,42.90
2025-09-20 16:58:05,18.80,42.90
2025-09-20 16:58:08,18.90,43.20
2025-09-20 16:58:10,18.90,43.30
